violations,mean_violations
4.000000000000000000e+00,4.805555555555555358e+00
5.000000000000000000e+00,4.806153846153845777e+00
4.000000000000000000e+00,4.803680981595092270e+00
5.000000000000000000e+00,4.804281345565748929e+00
4.000000000000000000e+00,4.801829268292682862e+00
4.000000000000000000e+00,4.799392097264437496e+00
4.000000000000000000e+00,4.796969696969696884e+00
5.000000000000000000e+00,4.797583081570996555e+00
5.000000000000000000e+00,4.798192771084337060e+00
4.000000000000000000e+00,4.795795795795795513e+00
4.000000000000000000e+00,4.793413173652695036e+00
4.000000000000000000e+00,4.791044776119402826e+00
4.000000000000000000e+00,4.788690476190476275e+00
4.000000000000000000e+00,4.786350148367952251e+00
4.000000000000000000e+00,4.784023668639052929e+00
4.000000000000000000e+00,4.781710914454277095e+00
4.000000000000000000e+00,4.779411764705882248e+00
5.000000000000000000e+00,4.780058651026393157e+00
4.000000000000000000e+00,4.777777777777777679e+00
5.000000000000000000e+00,4.778425655976676012e+00
4.000000000000000000e+00,4.776162790697674687e+00
4.000000000000000000e+00,4.773913043478261287e+00
4.000000000000000000e+00,4.771676300578034713e+00
4.000000000000000000e+00,4.769452449567723740e+00
4.000000000000000000e+00,4.767241379310345195e+00
4.000000000000000000e+00,4.765042979942693435e+00
4.000000000000000000e+00,4.762857142857142456e+00
5.000000000000000000e+00,4.763532763532763781e+00
4.000000000000000000e+00,4.761363636363636687e+00
4.000000000000000000e+00,4.759206798866855159e+00
4.000000000000000000e+00,4.757062146892655718e+00
5.000000000000000000e+00,4.757746478873239759e+00
5.000000000000000000e+00,4.758426966292135241e+00
5.000000000000000000e+00,4.759103641456582601e+00
5.000000000000000000e+00,4.759776536312848805e+00
4.000000000000000000e+00,4.757660167130919326e+00
5.000000000000000000e+00,4.758333333333333748e+00
4.000000000000000000e+00,4.756232686980609081e+00
4.000000000000000000e+00,4.754143646408839352e+00
4.000000000000000000e+00,4.752066115702479721e+00
5.000000000000000000e+00,4.752747252747252737e+00
4.000000000000000000e+00,4.750684931506849118e+00
4.000000000000000000e+00,4.748633879781420930e+00
